INDEX,STATION,STATION_NAME,DATE,HPCP,,,
1358,COOP:366993,PITTSBURGH ASOS PA US,1/26/04,0.03,,4/22/05,0.26
1359,COOP:366993,PITTSBURGH ASOS PA US,1/26/04,0,,4/23/05,0.77
1360,COOP:366993,PITTSBURGH ASOS PA US,1/26/04,0,,4/24/05,0.16
1361,COOP:366993,PITTSBURGH ASOS PA US,1/26/04,0.05,,4/25/05,0.01
1362,COOP:366993,PITTSBURGH ASOS PA US,1/26/04,0.01,,4/26/05,0.14
1363,COOP:366993,PITTSBURGH ASOS PA US,1/27/04,0,,4/27/05,0.09
1364,COOP:366993,PITTSBURGH ASOS PA US,1/27/04,0.04,,4/28/05,0.03
1365,COOP:366993,PITTSBURGH ASOS PA US,1/27/04,0.11,,4/29/05,0.02
1366,COOP:366993,PITTSBURGH ASOS PA US,1/27/04,0,,4/30/05,0.32
1367,COOP:366993,PITTSBURGH ASOS PA US,1/27/04,0.04,,5/1/05,0
1368,COOP:366993,PITTSBURGH ASOS PA US,1/27/04,0,,5/2/05,0
1369,COOP:366993,PITTSBURGH ASOS PA US,1/27/04,0,,5/3/05,0
1370,COOP:366993,PITTSBURGH ASOS PA US,1/27/04,0.01,,5/4/05,0
1371,COOP:366993,PITTSBURGH ASOS PA US,1/27/04,0,,5/7/05,0.2
1372,COOP:366993,PITTSBURGH ASOS PA US,1/27/04,0,,5/10/05,0
1373,COOP:366993,PITTSBURGH ASOS PA US,1/27/04,0,,5/11/05,0.59
1374,COOP:366993,PITTSBURGH ASOS PA US,1/27/04,0,,5/12/05,0.03
1375,COOP:366993,PITTSBURGH ASOS PA US,1/27/04,0,,5/13/05,1.21
1376,COOP:366993,PITTSBURGH ASOS PA US,1/27/04,0,,5/14/05,0.35
1377,COOP:366993,PITTSBURGH ASOS PA US,1/28/04,0,,5/15/05,0.01
1378,COOP:366993,PITTSBURGH ASOS PA US,1/28/04,0,,5/19/05,0.02
1379,COOP:366993,PITTSBURGH ASOS PA US,1/28/04,0,,5/20/05,0.4
1380,COOP:366993,PITTSBURGH ASOS PA US,1/28/04,0,,5/21/05,0.06
1381,COOP:366993,PITTSBURGH ASOS PA US,1/28/04,0,,5/22/05,0.02
1382,COOP:366993,PITTSBURGH ASOS PA US,1/28/04,0,,5/23/05,0.49
1383,COOP:366993,PITTSBURGH ASOS PA US,1/28/04,0,,5/24/05,0.06
1384,COOP:366993,PITTSBURGH ASOS PA US,1/28/04,0,,5/27/05,0.05
1385,COOP:366993,PITTSBURGH ASOS PA US,1/28/04,0,,5/28/05,0.55
1386,COOP:366993,PITTSBURGH ASOS PA US,1/28/04,0,,5/30/05,0.04
1387,COOP:366993,PITTSBURGH ASOS PA US,1/28/04,0,,6/1/05,0
1388,COOP:366993,PITTSBURGH ASOS PA US,1/28/04,0,,6/2/05,0
1389,COOP:366993,PITTSBURGH ASOS PA US,1/28/04,0,,6/3/05,0.22
1390,COOP:366993,PITTSBURGH ASOS PA US,1/28/04,0,,6/6/05,0.15
1391,COOP:366993,PITTSBURGH ASOS PA US,1/28/04,0,,6/10/05,0.03
1392,COOP:366993,PITTSBURGH ASOS PA US,1/28/04,0,,6/11/05,1.84
1393,COOP:366993,PITTSBURGH ASOS PA US,1/28/04,0,,6/13/05,0
1394,COOP:366993,PITTSBURGH ASOS PA US,1/28/04,0,,6/14/05,0.11
1395,COOP:366993,PITTSBURGH ASOS PA US,1/28/04,0,,6/16/05,0.11
1396,COOP:366993,PITTSBURGH ASOS PA US,1/28/04,0,,6/17/05,0.1
1397,COOP:366993,PITTSBURGH ASOS PA US,1/29/04,0,,6/22/05,0.03
1398,COOP:366993,PITTSBURGH ASOS PA US,1/29/04,0,,6/28/05,0.14
1399,COOP:366993,PITTSBURGH ASOS PA US,1/29/04,0,,6/29/05,0.42
1400,COOP:366993,PITTSBURGH ASOS PA US,1/29/04,0,,6/30/05,0.18
1401,COOP:366993,PITTSBURGH ASOS PA US,1/29/04,0,,7/1/05,0
1402,COOP:366993,PITTSBURGH ASOS PA US,1/29/04,0,,7/5/05,1.89
1403,COOP:366993,PITTSBURGH ASOS PA US,1/29/04,0,,7/8/05,0
1404,COOP:366993,PITTSBURGH ASOS PA US,1/29/04,0,,7/12/05,0.01
1405,COOP:366993,PITTSBURGH ASOS PA US,1/29/04,0,,7/13/05,0.09
1406,COOP:366993,PITTSBURGH ASOS PA US,1/29/04,0,,7/14/05,0.01
1407,COOP:366993,PITTSBURGH ASOS PA US,1/29/04,0,,7/15/05,0.46
1408,COOP:366993,PITTSBURGH ASOS PA US,1/29/04,0,,7/16/05,0.01
1409,COOP:366993,PITTSBURGH ASOS PA US,1/29/04,0,,7/17/05,0.67
1410,COOP:366993,PITTSBURGH ASOS PA US,1/29/04,0,,7/18/05,0.15
1411,COOP:366993,PITTSBURGH ASOS PA US,1/29/04,0,,7/19/05,0.02
1412,COOP:366993,PITTSBURGH ASOS PA US,1/29/04,0,,7/21/05,0.35
1413,COOP:366993,PITTSBURGH ASOS PA US,1/29/04,0,,7/22/05,0
1414,COOP:366993,PITTSBURGH ASOS PA US,1/29/04,0,,7/24/05,0
1415,COOP:366993,PITTSBURGH ASOS PA US,1/29/04,0,,7/25/05,0
1416,COOP:366993,PITTSBURGH ASOS PA US,1/30/04,0.01,,7/26/05,0.63
1417,COOP:366993,PITTSBURGH ASOS PA US,1/30/04,0,,7/27/05,0.04
1418,COOP:366993,PITTSBURGH ASOS PA US,1/30/04,0,,8/1/05,0
1419,COOP:366993,PITTSBURGH ASOS PA US,1/30/04,0,,8/5/05,0.08
1420,COOP:366993,PITTSBURGH ASOS PA US,1/30/04,0,,8/6/05,0
1421,COOP:366993,PITTSBURGH ASOS PA US,1/30/04,0,,8/7/05,0
1422,COOP:366993,PITTSBURGH ASOS PA US,1/30/04,0,,8/8/05,0.08
1423,COOP:366993,PITTSBURGH ASOS PA US,1/30/04,0,,8/9/05,0
1424,COOP:366993,PITTSBURGH ASOS PA US,1/30/04,0,,8/14/05,0
1425,COOP:366993,PITTSBURGH ASOS PA US,1/30/04,0,,8/15/05,0
1426,COOP:366993,PITTSBURGH ASOS PA US,1/30/04,0,,8/16/05,0.27
1427,COOP:366993,PITTSBURGH ASOS PA US,1/30/04,0,,8/18/05,0
1428,COOP:366993,PITTSBURGH ASOS PA US,1/30/04,0,,8/19/05,0
1429,COOP:366993,PITTSBURGH ASOS PA US,1/30/04,0,,8/20/05,0.98
1430,COOP:366993,PITTSBURGH ASOS PA US,1/30/04,0,,8/26/05,0.16
1431,COOP:366993,PITTSBURGH ASOS PA US,1/30/04,0,,8/27/05,0.22
1432,COOP:366993,PITTSBURGH ASOS PA US,1/30/04,0,,8/29/05,0.47
1433,COOP:366993,PITTSBURGH ASOS PA US,1/30/04,0,,8/30/05,1.23
1434,COOP:366993,PITTSBURGH ASOS PA US,1/30/04,0,,8/31/05,0.23
1435,COOP:366993,PITTSBURGH ASOS PA US,1/30/04,0,,9/1/05,0
1436,COOP:366993,PITTSBURGH ASOS PA US,1/30/04,0,,9/9/05,0
1437,COOP:366993,PITTSBURGH ASOS PA US,1/31/04,0,,9/16/05,0.14
1438,COOP:366993,PITTSBURGH ASOS PA US,1/31/04,0,,9/17/05,0.01
1439,COOP:366993,PITTSBURGH ASOS PA US,1/31/04,0,,9/18/05,0
1440,COOP:366993,PITTSBURGH ASOS PA US,1/31/04,0,,9/20/05,0
1441,COOP:366993,PITTSBURGH ASOS PA US,1/31/04,0,,9/22/05,0.02
1442,COOP:366993,PITTSBURGH ASOS PA US,1/31/04,0,,9/23/05,0.2
1443,COOP:366993,PITTSBURGH ASOS PA US,1/31/04,0,,9/25/05,0
1444,COOP:366993,PITTSBURGH ASOS PA US,1/31/04,0,,9/26/05,0.38
1445,COOP:366993,PITTSBURGH ASOS PA US,1/31/04,0,,9/29/05,0.57
1446,COOP:366993,PITTSBURGH ASOS PA US,1/31/04,0,,10/1/05,0
1447,COOP:366993,PITTSBURGH ASOS PA US,1/31/04,0,,10/7/05,0.61
1448,COOP:366993,PITTSBURGH ASOS PA US,1/31/04,0,,10/8/05,0.13
1449,COOP:366993,PITTSBURGH ASOS PA US,1/31/04,0,,10/10/05,0.01
3,COOP:366111,MURRYSVILLE 2 SW PA US,2/1/04,0,,10/17/05,0
4,COOP:366111,MURRYSVILLE 2 SW PA US,2/1/04,0,,10/20/05,0.02
1450,COOP:366993,PITTSBURGH ASOS PA US,2/1/04,0,,10/21/05,0.36
5,COOP:366111,MURRYSVILLE 2 SW PA US,2/2/04,0,,10/22/05,0.49
6,COOP:366111,MURRYSVILLE 2 SW PA US,2/2/04,0.1,,10/23/05,0.02
7,COOP:366111,MURRYSVILLE 2 SW PA US,2/2/04,0.2,,10/24/05,0.59
8,COOP:366111,MURRYSVILLE 2 SW PA US,2/2/04,0.1,,10/25/05,1.22
9,COOP:366111,MURRYSVILLE 2 SW PA US,2/2/04,0.1,,10/26/05,0.02
10,COOP:366111,MURRYSVILLE 2 SW PA US,2/2/04,0.1,,10/27/05,0
11,COOP:366111,MURRYSVILLE 2 SW PA US,2/2/04,0.1,,10/28/05,0
1451,COOP:366993,PITTSBURGH ASOS PA US,2/2/04,0,,11/1/05,0.26
1452,COOP:366993,PITTSBURGH ASOS PA US,2/2/04,0.01,,11/6/05,0.14
12,COOP:366111,MURRYSVILLE 2 SW PA US,2/3/04,0.1,,11/8/05,0.15
13,COOP:366111,MURRYSVILLE 2 SW PA US,2/3/04,0.1,,11/9/05,0.7
14,COOP:366111,MURRYSVILLE 2 SW PA US,2/3/04,0.1,,11/10/05,0.01
1453,COOP:366993,PITTSBURGH ASOS PA US,2/3/04,0.02,,11/13/05,0.02
1454,COOP:366993,PITTSBURGH ASOS PA US,2/3/04,0.06,,11/14/05,0.25
1455,COOP:366993,PITTSBURGH ASOS PA US,2/3/04,0.11,,11/15/05,1.02
1456,COOP:366993,PITTSBURGH ASOS PA US,2/3/04,0.13,,11/16/05,0.32
1457,COOP:366993,PITTSBURGH ASOS PA US,2/3/04,0.08,,11/17/05,0
1458,COOP:366993,PITTSBURGH ASOS PA US,2/3/04,0.06,,11/22/05,0.03
1459,COOP:366993,PITTSBURGH ASOS PA US,2/3/04,0.07,,11/23/05,0.12
1460,COOP:366993,PITTSBURGH ASOS PA US,2/3/04,0.11,,11/24/05,0.04
1461,COOP:366993,PITTSBURGH ASOS PA US,2/3/04,0.09,,11/26/05,0
1462,COOP:366993,PITTSBURGH ASOS PA US,2/3/04,0.01,,11/27/05,0
1463,COOP:366993,PITTSBURGH ASOS PA US,2/3/04,0,,11/28/05,0
1464,COOP:366993,PITTSBURGH ASOS PA US,2/3/04,0.02,,11/29/05,0.96
1465,COOP:366993,PITTSBURGH ASOS PA US,2/3/04,0.02,,11/30/05,0
1466,COOP:366993,PITTSBURGH ASOS PA US,2/3/04,0.02,,12/1/05,0
1467,COOP:366993,PITTSBURGH ASOS PA US,2/3/04,0.01,,12/2/05,0
1468,COOP:366993,PITTSBURGH ASOS PA US,2/3/04,0,,12/3/05,0
1469,COOP:366993,PITTSBURGH ASOS PA US,2/3/04,0,,12/4/05,0.15
1470,COOP:366993,PITTSBURGH ASOS PA US,2/3/04,0,,12/6/05,0
1471,COOP:366993,PITTSBURGH ASOS PA US,2/3/04,0,,12/7/05,0
1472,COOP:366993,PITTSBURGH ASOS PA US,2/3/04,0,,12/8/05,0.17
1473,COOP:366993,PITTSBURGH ASOS PA US,2/3/04,0,,12/9/05,0.13
1474,COOP:366993,PITTSBURGH ASOS PA US,2/3/04,0,,12/10/05,0
1475,COOP:366993,PITTSBURGH ASOS PA US,2/3/04,0,,12/11/05,0.1
1476,COOP:366993,PITTSBURGH ASOS PA US,2/3/04,0,,12/12/05,0.02
1477,COOP:366993,PITTSBURGH ASOS PA US,2/4/04,0,,12/15/05,0.47
1478,COOP:366993,PITTSBURGH ASOS PA US,2/4/04,0,,12/16/05,0.04
1479,COOP:366993,PITTSBURGH ASOS PA US,2/4/04,0,,12/18/05,0.02
1480,COOP:366993,PITTSBURGH ASOS PA US,2/4/04,0,,12/19/05,0.01
1481,COOP:366993,PITTSBURGH ASOS PA US,2/4/04,0,,12/20/05,0
1482,COOP:366993,PITTSBURGH ASOS PA US,2/4/04,0,,12/21/05,0
1483,COOP:366993,PITTSBURGH ASOS PA US,2/4/04,0,,12/22/05,0
1484,COOP:366993,PITTSBURGH ASOS PA US,2/4/04,0,,12/25/05,0.08
1485,COOP:366993,PITTSBURGH ASOS PA US,2/4/04,0,,12/26/05,0.08
15,COOP:366111,MURRYSVILLE 2 SW PA US,2/5/04,0.1,,12/27/05,0
16,COOP:366111,MURRYSVILLE 2 SW PA US,2/5/04,0.1,,12/28/05,0.03
17,COOP:366111,MURRYSVILLE 2 SW PA US,2/5/04,0.1,,12/29/05,0.06
18,COOP:366111,MURRYSVILLE 2 SW PA US,2/5/04,0.1,,12/30/05,0
19,COOP:366111,MURRYSVILLE 2 SW PA US,2/5/04,0.1,,12/31/05,0.07
20,COOP:366111,MURRYSVILLE 2 SW PA US,2/5/04,0.1,,1/1/06,0
21,COOP:366111,MURRYSVILLE 2 SW PA US,2/5/04,0.2,,1/2/06,1.33
22,COOP:366111,MURRYSVILLE 2 SW PA US,2/5/04,0.1,,1/3/06,0.06
23,COOP:366111,MURRYSVILLE 2 SW PA US,2/5/04,0.2,,1/4/06,0.02
24,COOP:366111,MURRYSVILLE 2 SW PA US,2/5/04,0.1,,1/5/06,0.07
25,COOP:366111,MURRYSVILLE 2 SW PA US,2/5/04,0.1,,1/6/06,0
1486,COOP:366993,PITTSBURGH ASOS PA US,2/5/04,0,,1/7/06,0
1487,COOP:366993,PITTSBURGH ASOS PA US,2/5/04,0.01,,1/8/06,0
1488,COOP:366993,PITTSBURGH ASOS PA US,2/5/04,0.03,,1/10/06,0
1489,COOP:366993,PITTSBURGH ASOS PA US,2/5/04,0.04,,1/11/06,0.05
1490,COOP:366993,PITTSBURGH ASOS PA US,2/5/04,0.05,,1/13/06,0.24
1491,COOP:366993,PITTSBURGH ASOS PA US,2/5/04,0.1,,1/14/06,0.29
1492,COOP:366993,PITTSBURGH ASOS PA US,2/5/04,0.08,,1/15/06,0
26,COOP:366111,MURRYSVILLE 2 SW PA US,2/6/04,0.1,,1/17/06,0.36
1493,COOP:366993,PITTSBURGH ASOS PA US,2/6/04,0.07,,1/18/06,0.17
1494,COOP:366993,PITTSBURGH ASOS PA US,2/6/04,0.13,,1/21/06,0.01
1495,COOP:366993,PITTSBURGH ASOS PA US,2/6/04,0.09,,1/22/06,0.01
1496,COOP:366993,PITTSBURGH ASOS PA US,2/6/04,0.09,,1/23/06,0.46
1497,COOP:366993,PITTSBURGH ASOS PA US,2/6/04,0.11,,1/24/06,0.13
1498,COOP:366993,PITTSBURGH ASOS PA US,2/6/04,0.13,,1/25/06,0.05
1499,COOP:366993,PITTSBURGH ASOS PA US,2/6/04,0.1,,1/26/06,0
1500,COOP:366993,PITTSBURGH ASOS PA US,2/6/04,0.08,,1/29/06,0.14
1501,COOP:366993,PITTSBURGH ASOS PA US,2/6/04,0,,1/30/06,0.01
1502,COOP:366993,PITTSBURGH ASOS PA US,2/6/04,0,,1/31/06,0.08
1503,COOP:366993,PITTSBURGH ASOS PA US,2/6/04,0.01,,2/1/06,0
1504,COOP:366993,PITTSBURGH ASOS PA US,2/6/04,0.02,,2/2/06,0.03
1505,COOP:366993,PITTSBURGH ASOS PA US,2/6/04,0.01,,2/3/06,0.55
1506,COOP:366993,PITTSBURGH ASOS PA US,2/6/04,0.01,,2/4/06,0.29
1507,COOP:366993,PITTSBURGH ASOS PA US,2/6/04,0.01,,2/5/06,0
1508,COOP:366993,PITTSBURGH ASOS PA US,2/6/04,0.01,,2/6/06,0.01
1509,COOP:366993,PITTSBURGH ASOS PA US,2/6/04,0,,2/7/06,0
1510,COOP:366993,PITTSBURGH ASOS PA US,2/6/04,0,,2/8/06,0.01
1511,COOP:366993,PITTSBURGH ASOS PA US,2/6/04,0,,2/9/06,0
1512,COOP:366993,PITTSBURGH ASOS PA US,2/6/04,0.01,,2/11/06,0.02
1513,COOP:366993,PITTSBURGH ASOS PA US,2/7/04,0,,2/12/06,0.02
1514,COOP:366993,PITTSBURGH ASOS PA US,2/7/04,0,,2/13/06,0.01
1515,COOP:366993,PITTSBURGH ASOS PA US,2/7/04,0,,2/14/06,0
1516,COOP:366993,PITTSBURGH ASOS PA US,2/7/04,0,,2/16/06,0.26
1517,COOP:366993,PITTSBURGH ASOS PA US,2/7/04,0.01,,2/17/06,0.04
1518,COOP:366993,PITTSBURGH ASOS PA US,2/7/04,0,,2/18/06,0
1519,COOP:366993,PITTSBURGH ASOS PA US,2/7/04,0,,2/21/06,0
1520,COOP:366993,PITTSBURGH ASOS PA US,2/7/04,0,,2/23/06,0
1521,COOP:366993,PITTSBURGH ASOS PA US,2/7/04,0,,2/24/06,0
1522,COOP:366993,PITTSBURGH ASOS PA US,2/7/04,0,,2/25/06,0
1523,COOP:366993,PITTSBURGH ASOS PA US,2/7/04,0,,2/26/06,0
1524,COOP:366993,PITTSBURGH ASOS PA US,2/7/04,0,,2/27/06,0.07
1525,COOP:366993,PITTSBURGH ASOS PA US,2/7/04,0,,2/28/06,0
1526,COOP:366993,PITTSBURGH ASOS PA US,2/7/04,0,,3/1/06,0
1527,COOP:366993,PITTSBURGH ASOS PA US,2/7/04,0,,3/2/06,0.17
1528,COOP:366993,PITTSBURGH ASOS PA US,2/7/04,0,,3/3/06,0
1529,COOP:366993,PITTSBURGH ASOS PA US,2/7/04,0,,3/4/06,0
1530,COOP:366993,PITTSBURGH ASOS PA US,2/7/04,0,,3/6/06,0
1531,COOP:366993,PITTSBURGH ASOS PA US,2/7/04,0,,3/8/06,0.03
1532,COOP:366993,PITTSBURGH ASOS PA US,2/7/04,0,,3/9/06,0.04
1533,COOP:366993,PITTSBURGH ASOS PA US,2/7/04,0,,3/10/06,0.04
1534,COOP:366993,PITTSBURGH ASOS PA US,2/8/04,0,,3/11/06,0.09
1535,COOP:366993,PITTSBURGH ASOS PA US,2/8/04,0,,3/12/06,1.01
1536,COOP:366993,PITTSBURGH ASOS PA US,2/8/04,0,,3/13/06,0.45
1537,COOP:366993,PITTSBURGH ASOS PA US,2/9/04,0,,3/14/06,0
1538,COOP:366993,PITTSBURGH ASOS PA US,2/10/04,0,,3/15/06,0
1539,COOP:366993,PITTSBURGH ASOS PA US,2/10/04,0,,3/16/06,0
1540,COOP:366993,PITTSBURGH ASOS PA US,2/10/04,0,,3/18/06,0
1541,COOP:366993,PITTSBURGH ASOS PA US,2/10/04,0,,3/21/06,0
1542,COOP:366993,PITTSBURGH ASOS PA US,2/10/04,0,,3/22/06,0
1543,COOP:366993,PITTSBURGH ASOS PA US,2/11/04,0,,3/23/06,0
1544,COOP:366993,PITTSBURGH ASOS PA US,2/11/04,0,,3/24/06,0.02
1545,COOP:366993,PITTSBURGH ASOS PA US,2/11/04,0,,3/25/06,0.05
1546,COOP:366993,PITTSBURGH ASOS PA US,2/11/04,0,,3/26/06,0.01
1547,COOP:366993,PITTSBURGH ASOS PA US,2/11/04,0,,3/28/06,0
1548,COOP:366993,PITTSBURGH ASOS PA US,2/11/04,0,,3/31/06,0.12
1549,COOP:366993,PITTSBURGH ASOS PA US,2/11/04,0,,4/1/06,0.1
1550,COOP:366993,PITTSBURGH ASOS PA US,2/11/04,0,,4/2/06,0.05
1551,COOP:366993,PITTSBURGH ASOS PA US,2/11/04,0,,4/3/06,0.2
1552,COOP:366993,PITTSBURGH ASOS PA US,2/11/04,0,,4/4/06,0.02
1553,COOP:366993,PITTSBURGH ASOS PA US,2/13/04,0,,4/5/06,0.01
1554,COOP:366993,PITTSBURGH ASOS PA US,2/13/04,0,,4/6/06,0
1555,COOP:366993,PITTSBURGH ASOS PA US,2/13/04,0,,4/7/06,1.32
1556,COOP:366993,PITTSBURGH ASOS PA US,2/13/04,0,,4/8/06,0.1
1557,COOP:366993,PITTSBURGH ASOS PA US,2/13/04,0,,4/12/06,0.3
1558,COOP:366993,PITTSBURGH ASOS PA US,2/13/04,0,,4/13/06,0.12
1559,COOP:366993,PITTSBURGH ASOS PA US,2/15/04,0,,4/14/06,0.22
1560,COOP:366993,PITTSBURGH ASOS PA US,2/15/04,0,,4/15/06,0.2
1561,COOP:366993,PITTSBURGH ASOS PA US,2/15/04,0,,4/16/06,0
27,COOP:366111,MURRYSVILLE 2 SW PA US,2/19/04,0.1,,4/21/06,0.53
28,COOP:366111,MURRYSVILLE 2 SW PA US,2/20/04,0.1,,4/22/06,1.08
1562,COOP:366993,PITTSBURGH ASOS PA US,2/20/04,0,,4/23/06,0.68
1563,COOP:366993,PITTSBURGH ASOS PA US,2/20/04,0,,4/24/06,0.51
1564,COOP:366993,PITTSBURGH ASOS PA US,2/20/04,0.02,,4/25/06,0.46
1565,COOP:366993,PITTSBURGH ASOS PA US,2/20/04,0.02,,5/1/06,0
1566,COOP:366993,PITTSBURGH ASOS PA US,2/20/04,0.01,,5/2/06,0.13
1567,COOP:366993,PITTSBURGH ASOS PA US,2/21/04,0,,5/3/06,0.1
1568,COOP:366993,PITTSBURGH ASOS PA US,2/21/04,0,,5/10/06,0
1569,COOP:366993,PITTSBURGH ASOS PA US,2/21/04,0,,5/11/06,1.89
1570,COOP:366993,PITTSBURGH ASOS PA US,2/21/04,0,,5/12/06,0.05
1571,COOP:366993,PITTSBURGH ASOS PA US,2/21/04,0.02,,5/14/06,0.2
1572,COOP:366993,PITTSBURGH ASOS PA US,2/21/04,0,,5/15/06,1.31
1573,COOP:366993,PITTSBURGH ASOS PA US,2/21/04,0.01,,5/16/06,0.88
1574,COOP:366993,PITTSBURGH ASOS PA US,2/21/04,0,,5/17/06,0.63
1575,COOP:366993,PITTSBURGH ASOS PA US,2/21/04,0,,5/18/06,0.65
1576,COOP:366993,PITTSBURGH ASOS PA US,2/21/04,0,,5/19/06,0.38
1577,COOP:366993,PITTSBURGH ASOS PA US,2/21/04,0,,5/20/06,0.1
1578,COOP:366993,PITTSBURGH ASOS PA US,2/21/04,0,,5/21/06,0.04
1579,COOP:366993,PITTSBURGH ASOS PA US,2/21/04,0.01,,5/25/06,0.05
1580,COOP:366993,PITTSBURGH ASOS PA US,2/21/04,0,,5/26/06,0.75
1581,COOP:366993,PITTSBURGH ASOS PA US,2/21/04,0,,5/27/06,0.2
1582,COOP:366993,PITTSBURGH ASOS PA US,2/21/04,0,,6/1/06,0.28
1583,COOP:366993,PITTSBURGH ASOS PA US,2/21/04,0,,6/2/06,1.32
1584,COOP:366993,PITTSBURGH ASOS PA US,2/21/04,0,,6/3/06,0.72
1585,COOP:366993,PITTSBURGH ASOS PA US,2/21/04,0,,6/4/06,0.21
29,COOP:366111,MURRYSVILLE 2 SW PA US,2/22/04,0.1,,6/5/06,0.01
1586,COOP:366993,PITTSBURGH ASOS PA US,2/22/04,0,,6/6/06,0
1587,COOP:366993,PITTSBURGH ASOS PA US,2/22/04,0,,6/8/06,0
1588,COOP:366993,PITTSBURGH ASOS PA US,2/22/04,0,,6/9/06,0
1589,COOP:366993,PITTSBURGH ASOS PA US,2/22/04,0,,6/11/06,0
1590,COOP:366993,PITTSBURGH ASOS PA US,2/22/04,0,,6/19/06,0.55
1591,COOP:366993,PITTSBURGH ASOS PA US,2/23/04,0,,6/20/06,0.5
1592,COOP:366993,PITTSBURGH ASOS PA US,2/24/04,0,,6/21/06,0
1593,COOP:366993,PITTSBURGH ASOS PA US,2/24/04,0,,6/22/06,0.75
1594,COOP:366993,PITTSBURGH ASOS PA US,2/24/04,0.02,,6/23/06,0.24
1595,COOP:366993,PITTSBURGH ASOS PA US,2/24/04,0.03,,6/25/06,0.42
1596,COOP:366993,PITTSBURGH ASOS PA US,2/24/04,0.05,,6/26/06,0.01
1597,COOP:366993,PITTSBURGH ASOS PA US,2/24/04,0.01,,6/27/06,1.45
1598,COOP:366993,PITTSBURGH ASOS PA US,2/24/04,0.01,,6/28/06,0.1
1599,COOP:366993,PITTSBURGH ASOS PA US,2/24/04,0,,6/29/06,0.25
1600,COOP:366993,PITTSBURGH ASOS PA US,2/24/04,0,,7/1/06,0
1601,COOP:366993,PITTSBURGH ASOS PA US,2/24/04,0,,7/2/06,0
30,COOP:366111,MURRYSVILLE 2 SW PA US,2/27/04,0,,7/3/06,0.08
31,COOP:366111,MURRYSVILLE 2 SW PA US,3/1/04,0,,7/4/06,1.25
32,COOP:366111,MURRYSVILLE 2 SW PA US,3/1/04,0,,7/5/06,1.03
1602,COOP:366993,PITTSBURGH ASOS PA US,3/1/04,0,,7/10/06,0
1603,COOP:366993,PITTSBURGH ASOS PA US,3/1/04,0,,7/11/06,0
1604,COOP:366993,PITTSBURGH ASOS PA US,3/1/04,0.05,,7/12/06,1.24
1605,COOP:366993,PITTSBURGH ASOS PA US,3/1/04,0.04,,7/13/06,0
1606,COOP:366993,PITTSBURGH ASOS PA US,3/1/04,0.03,,7/14/06,0.04
1607,COOP:366993,PITTSBURGH ASOS PA US,3/1/04,0.02,,7/21/06,0.4
1608,COOP:366993,PITTSBURGH ASOS PA US,3/1/04,0.02,,7/22/06,0.52
1609,COOP:366993,PITTSBURGH ASOS PA US,3/1/04,0.03,,7/27/06,0
33,COOP:366111,MURRYSVILLE 2 SW PA US,3/2/04,0.1,,7/28/06,0.06
1610,COOP:366993,PITTSBURGH ASOS PA US,3/2/04,0,,7/29/06,0
1611,COOP:366993,PITTSBURGH ASOS PA US,3/2/04,0.01,,7/30/06,0.34
1612,COOP:366993,PITTSBURGH ASOS PA US,3/2/04,0.01,,7/31/06,0
1613,COOP:366993,PITTSBURGH ASOS PA US,3/3/04,0,,8/1/06,0
1614,COOP:366993,PITTSBURGH ASOS PA US,3/3/04,0,,8/3/06,0.4
1615,COOP:366993,PITTSBURGH ASOS PA US,3/3/04,0,,8/6/06,0
34,COOP:366111,MURRYSVILLE 2 SW PA US,3/4/04,0.1,,8/14/06,0.03
35,COOP:366111,MURRYSVILLE 2 SW PA US,3/4/04,0.1,,8/15/06,0.02
1616,COOP:366993,PITTSBURGH ASOS PA US,3/4/04,0,,8/19/06,0.6
1617,COOP:366993,PITTSBURGH ASOS PA US,3/4/04,0.01,,8/23/06,0
1618,COOP:366993,PITTSBURGH ASOS PA US,3/4/04,0.05,,8/27/06,0.33
1619,COOP:366993,PITTSBURGH ASOS PA US,3/4/04,0.07,,8/28/06,0.07
1620,COOP:366993,PITTSBURGH ASOS PA US,3/4/04,0.04,,8/29/06,0.14
1621,COOP:366993,PITTSBURGH ASOS PA US,3/4/04,0.01,,8/30/06,0.01
1622,COOP:366993,PITTSBURGH ASOS PA US,3/4/04,0.01,,9/1/06,0.03
1623,COOP:366993,PITTSBURGH ASOS PA US,3/4/04,0,,9/2/06,0.54
1624,COOP:366993,PITTSBURGH ASOS PA US,3/4/04,0,,9/3/06,0
1625,COOP:366993,PITTSBURGH ASOS PA US,3/4/04,0,,9/5/06,0.15
1626,COOP:366993,PITTSBURGH ASOS PA US,3/4/04,0,,9/6/06,0.03
1627,COOP:366993,PITTSBURGH ASOS PA US,3/4/04,0,,9/12/06,0.68
1628,COOP:366993,PITTSBURGH ASOS PA US,3/4/04,0,,9/13/06,0.63
36,COOP:366111,MURRYSVILLE 2 SW PA US,3/5/04,0.1,,9/14/06,0.17
37,COOP:366111,MURRYSVILLE 2 SW PA US,3/5/04,0.1,,9/15/06,0.02
38,COOP:366111,MURRYSVILLE 2 SW PA US,3/5/04,0.2,,9/18/06,0
39,COOP:366111,MURRYSVILLE 2 SW PA US,3/5/04,0.1,,9/19/06,0.1
1629,COOP:366993,PITTSBURGH ASOS PA US,3/5/04,0,,9/20/06,0
